INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 1, 1, '2020-11-22 21:55:00', '2020-11-22 22:01:08', 10.29);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 57, 57, '2019-02-25 13:34:00', '2019-02-25 13:43:37', 3.01);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 58, 58, '2019-06-23 11:53:00', '2019-06-23 11:59:10', 6.35);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 59, 59, '2019-03-11 18:44:00', '2019-03-11 18:58:47', 5.66);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 60, 60, '2019-10-14 12:40:00', '2019-10-14 12:48:11', 15.46);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 61, 61, '2019-08-02 17:18:00', '2019-08-02 17:31:22', 8.75);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 62, 62, '2019-03-05 11:18:00', '2019-03-05 11:25:55', 15.94);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 63, 63, '2019-08-07 23:16:00', '2019-08-07 23:20:40', 6.41);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 64, 64, '2019-11-05 17:25:00', '2019-11-05 17:37:48', 7.79);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 65, 65, '2019-12-01 21:30:00', '2019-12-01 21:36:33', 14.54);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 66, 66, '2020-10-17 21:27:00', '2020-10-17 21:32:23', 13.4);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 67, 67, '2019-04-20 20:02:00', '2019-04-20 20:09:13', 9.18);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 68, 68, '2019-08-09 09:26:00', '2019-08-09 09:30:47', 10.84);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 69, 69, '2020-12-09 12:00:00', '2020-12-09 12:12:17', 9.7);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 70, 70, '2019-01-24 10:38:00', '2019-01-24 10:50:19', 2.33);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 71, 71, '2020-01-04 21:23:00', '2020-01-04 21:37:15', 15.07);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 72, 72, '2019-02-28 19:45:00', '2019-02-28 19:56:47', 15.36);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 73, 73, '2019-09-05 14:09:00', '2019-09-05 14:18:15', 5.58);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 74, 74, '2019-01-17 13:28:00', '2019-01-17 13:42:30', 3.1);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 75, 75, '2019-11-16 12:17:00', '2019-11-16 12:27:53', 9.84);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 76, 76, '2019-02-09 18:27:00', '2019-02-09 18:41:00', 10.36);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 77, 77, '2020-03-24 16:12:00', '2020-03-24 16:20:41', 15.39);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 78, 78, '2019-02-27 09:55:00', '2019-02-27 10:08:01', 12.21);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 79, 79, '2020-07-06 20:34:00', '2020-07-06 20:39:03', 15.98);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 80, 80, '2019-10-13 20:56:00', '2019-10-13 21:01:44', 11.31);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 81, 81, '2019-10-27 23:24:00', '2019-10-27 23:33:18', 14.63);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 82, 82, '2020-02-03 23:05:00', '2020-02-03 23:11:54', 2.51);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 83, 83, '2020-02-27 12:48:00', '2020-02-27 13:00:47', 5.92);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 84, 84, '2019-04-26 18:59:00', '2019-04-26 19:10:32', 12.25);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 85, 85, '2020-06-03 10:38:00', '2020-06-03 10:51:16', 6.74);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 86, 86, '2020-08-27 11:40:00', '2020-08-27 11:46:44', 2.5);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 87, 87, '2020-09-03 16:30:00', '2020-09-03 16:37:36', 1.9100000000000001);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 88, 88, '2019-11-06 15:13:00', '2019-11-06 15:24:12', 10.43);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 89, 89, '2020-02-02 22:20:00', '2020-02-02 22:33:56', 8.9);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 90, 90, '2020-03-17 09:48:00', '2020-03-17 09:56:31', 9.92);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 91, 91, '2019-01-26 18:12:00', '2019-01-26 18:22:10', 7.97);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 92, 92, '2020-10-07 20:02:00', '2020-10-07 20:10:39', 13.15);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 93, 93, '2019-03-28 10:23:00', '2019-03-28 10:30:59', 3.25);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 94, 94, '2020-04-16 18:23:00', '2020-04-16 18:29:47', 15.89);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 95, 95, '2020-05-08 07:47:00', '2020-05-08 07:57:03', 3.61);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 96, 96, '2019-02-23 08:02:00', '2019-02-23 08:13:52', 8.46);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 97, 97, '2019-09-14 20:35:00', '2019-09-14 20:45:43', 3.44);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 98, 98, '2020-10-09 21:22:00', '2020-10-09 21:31:01', 14.68);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 99, 99, '2019-03-04 12:19:00', '2019-03-04 12:29:45', 9.95);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 100, 100, '2019-08-13 17:20:00', '2019-08-13 17:25:40', 11.67);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 101, 101, '2020-09-07 23:18:00', '2020-09-07 23:24:08', 9.22);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 102, 102, '2019-04-27 19:44:00', '2019-04-27 19:58:09', 1.87);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 103, 103, '2020-08-27 14:08:00', '2020-08-27 14:19:32', 10.27);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 104, 104, '2020-11-11 12:47:00', '2020-11-11 12:58:03', 14.24);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 105, 105, '2019-09-24 14:49:00', '2019-09-24 15:00:16', 1.3599999999999999);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 106, 106, '2019-05-26 11:43:00', '2019-05-26 11:57:53', 2.84);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 107, 107, '2020-06-26 12:48:00', '2020-06-26 12:54:00', 5.14);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 108, 108, '2019-02-28 15:48:00', '2019-02-28 15:57:03', 3.27);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 109, 109, '2020-05-18 06:18:00', '2020-05-18 06:31:00', 14.23);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 110, 110, '2020-11-28 21:52:00', '2020-11-28 21:59:49', 10.38);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 111, 111, '2020-09-06 07:51:00', '2020-09-06 07:55:27', 1.3);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 112, 112, '2019-08-09 15:23:00', '2019-08-09 15:31:06', 9.66);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 113, 113, '2019-11-23 09:53:00', '2019-11-23 09:57:38', 12.81);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 114, 114, '2019-07-16 22:36:00', '2019-07-16 22:51:00', 5.68);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 115, 115, '2020-12-07 21:21:00', '2020-12-07 21:31:36', 15.79);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 116, 116, '2020-01-27 12:16:00', '2020-01-27 12:24:16', 10.01);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 117, 117, '2019-09-16 18:16:00', '2019-09-16 18:30:43', 1.55);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 118, 118, '2019-10-19 17:53:00', '2019-10-19 18:05:44', 13.55);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 119, 119, '2020-01-24 06:44:00', '2020-01-24 06:56:35', 10.11);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 120, 120, '2019-02-15 09:31:00', '2019-02-15 09:41:25', 11.32);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 121, 121, '2019-04-26 06:13:00', '2019-04-26 06:26:47', 13.41);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 122, 122, '2019-09-16 12:29:00', '2019-09-16 12:43:14', 11.66);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 123, 123, '2019-11-15 12:37:00', '2019-11-15 12:44:11', 11.38);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 124, 124, '2019-10-20 14:48:00', '2019-10-20 14:55:45', 3.2800000000000002);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 125, 125, '2019-03-27 21:21:00', '2019-03-27 21:28:42', 11.29);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 126, 126, '2020-12-18 16:21:00', '2020-12-18 16:29:21', 10.78);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 127, 127, '2020-08-15 09:05:00', '2020-08-15 09:12:23', 3.89);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 128, 128, '2019-03-20 13:17:00', '2019-03-20 13:22:01', 1.09);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 129, 129, '2020-07-17 07:59:00', '2020-07-17 08:04:50', 14.54);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 130, 130, '2020-08-04 12:10:00', '2020-08-04 12:22:32', 15.25);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 131, 131, '2020-01-18 19:27:00', '2020-01-18 19:40:53', 13.99);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 132, 132, '2020-01-11 21:37:00', '2020-01-11 21:44:50', 3.11);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 133, 133, '2019-08-08 15:24:00', '2019-08-08 15:32:06', 8.72);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 134, 134, '2020-11-21 07:35:00', '2020-11-21 07:44:58', 12.75);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 135, 135, '2019-09-18 11:32:00', '2019-09-18 11:37:22', 9.93);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 136, 136, '2020-10-21 06:30:00', '2020-10-21 06:44:24', 12.04);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 137, 137, '2020-05-01 20:47:00', '2020-05-01 20:59:56', 9.78);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 138, 138, '2020-09-14 20:09:00', '2020-09-14 20:13:59', 5.39);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 139, 139, '2020-03-28 15:11:00', '2020-03-28 15:24:32', 8.85);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 140, 140, '2019-11-13 11:39:00', '2019-11-13 11:46:21', 14.59);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 141, 141, '2019-07-12 10:54:00', '2019-07-12 10:58:59', 12.65);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 142, 142, '2020-11-18 21:15:00', '2020-11-18 21:21:01', 13.52);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 143, 143, '2020-12-10 21:43:00', '2020-12-10 21:48:53', 8.28);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 144, 144, '2019-07-25 23:55:00', '2019-07-26 00:02:27', 13.18);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 145, 145, '2020-09-15 09:35:00', '2020-09-15 09:46:45', 12.8);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 146, 146, '2020-09-15 22:12:00', '2020-09-15 22:26:31', 12.37);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 147, 147, '2020-07-15 17:37:00', '2020-07-15 17:48:18', 14.8);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 148, 148, '2020-03-22 18:15:00', '2020-03-22 18:25:03', 11.18);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 149, 149, '2019-05-03 06:57:00', '2019-05-03 07:01:19', 8.9);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 150, 150, '2020-05-12 11:10:00', '2020-05-12 11:22:30', 12.28);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 151, 151, '2019-07-06 18:25:00', '2019-07-06 18:38:15', 6.63);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 152, 152, '2020-12-24 09:33:00', '2020-12-24 09:39:24', 6.97);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 153, 153, '2020-10-07 07:43:00', '2020-10-07 07:47:21', 11.05);
INSERT INTO public.rentals(rental_id, user_id, bike_id, rental_date, return_date, price) VALUES(DEFAULT, 154, 154, '2019-01-27 11:44:00', '2019-01-27 11:49:57', 12.19);
